Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,GP,MPG,PPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,AST/TO,FTR,3PATR,SQ,HT,POS,CLASS,CONFERENCE,SEASON,YEAR,POS-GROUP,NAT,TEAM_NAME,LEAGUE,DOB,TIER
D.J. Shine,QUC,0.743,0.714,183.2,2.9,8.9,5.9,29.7,11.9,2.1,0,25.5,2.8,2,142.7,107,35.7,39.4,30.5,16,5.1,3.4,1.1,1.8,0.643,0.3,0.6,0.4,0.9,1.2,0.789,0.1,0.4,0.5,0.7,0.2,0,0.3,0.4,2.33,66.7,33.3,58.6,6-1,G,Fr,A-SUN,24-25,25,GUARD,USA,Queens,NCAA,-,Low-Major
Corey Brown,SAMF,1.5,1.5,200,0,0,0,0,0,0,0,10.1,0,3,300,87.9,212.1,2.3,30.4,2,2,1.5,0.5,0.5,1,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,,0.0,100.0,95.0,6-4,G,Fr,SoCon,24-25,25,GUARD,USA,Samford,NCAA,-,Low-Major
Ryan Lopez,CHATT,1.5,1.5,200,0,0,0,0,0,0,0,11,0,3,300,109.3,190.7,2.3,30.3,4,1.3,0.8,0.3,0.3,1,0.3,0.3,1,0,0,0,0,0,0,0,0,0,0,0,,0.0,100.0,94.0,5-8,G,So,SoCon,24-25,25,GUARD,USA,Chattanooga,NCAA,-,Low-Major
Daniel Batcho,LATCH,0.72,0.69,170,12.2,17.4,15,4.5,14.7,0.6,8.3,26.1,-6.1,2,131.2,99.5,31.7,423.4,30.3,32,27.6,16.7,5.9,8.5,0.689,0,0.1,0.25,4.9,6.4,0.761,2.4,4,6.4,0.5,0.3,2,2,1.8,0.25,75.3,1.2,47.3,6-11,PF,Sr,C-USA,24-25,25,FORWARD,FRA,Louisiana Tech,NCAA,1/10/2002,Mid-Major
Renato Ruiz,FIU,1.167,1.167,200,0,14.9,7.4,36.9,25,6.7,0,11.7,5.8,2.3,170.1,85.5,84.6,9.3,30.2,5,3.2,1.4,0.6,0.6,1,0.2,0.2,1,0,0,0,0,0.4,0.4,0.6,0.4,0,0.2,0.4,3.00,0.0,33.3,71.8,6-1,G,Jr,C-USA,24-25,25,GUARD,USA,Florida International,NCAA,-,Mid-Major
Ryan Kalkbrenner,CREI,0.684,0.678,167.9,9.5,19.9,15.3,10.1,9.4,0.9,7.3,23.9,-1.3,1.6,132.7,97.7,35,639.5,30,35,34.4,19.2,7.7,11.9,0.653,0.6,1.7,0.344,3.1,4.6,0.681,2.4,6.3,8.7,1.5,0.5,2.7,1.5,1.4,1.00,38.7,14.3,53.9,7-1,C,Sr,Big East,24-25,25,BIG,USA,Creighton,NCAA,1/17/2002,Power 5
Makhai Valentine,MZZST,0.677,0.672,165.8,9,15,11.7,3.3,10.3,4.1,1.7,27.7,-4.7,1.6,128.7,108,20.7,31,29.7,12,6.1,3.9,1.3,2.4,0.517,0.8,1.6,0.474,0.7,1,0.667,0.4,0.6,1,0.1,0.4,0.1,0.3,0.5,0.33,41.7,66.7,64.4,6-2,G,Fr,MVC,24-25,25,GUARD,USA,Missouri State,NCAA,6/28/2005,High-Major
Essam Mostafa,MTSU,0.622,0.616,168.8,15.1,25.3,20.2,9.7,9.4,2.5,3.5,23.7,-1.5,1.5,129,96.4,32.5,466.5,29.6,33,27.2,14.5,6,9.8,0.608,0.2,0.3,0.455,2.4,3.9,0.625,3.4,5.8,9.2,1.2,1.2,0.9,1.2,2.8,1.00,39.8,3.1,45.3,6-9,C,Sr,C-USA,24-25,25,BIG,EGY,Middle Tennessee,NCAA,8/3/1999,Mid-Major
Aday Mara,UCLA,0.594,0.59,116.8,18,23.3,20.5,17,13.6,0.8,17.2,24.9,-1.3,1.5,120.7,93,27.6,233.6,29.6,33,13.1,6.4,2.6,4.4,0.59,0,0,0,1.2,2.2,0.577,1.8,2.2,4,1,0.2,1.6,0.8,1.4,1.25,50.0,0.0,31.6,7-3,C,So,B10,24-25,25,BIG,ESP,UCLA,NCAA,4/7/2005,Power 5
Bent Leuchten,UCI,0.648,0.571,178.9,12.2,27.4,20.5,12.6,11.5,1.1,5,25.6,-1.8,1.8,130.4,89.7,40.6,574.9,29.5,39,26.8,15.4,4.7,8.7,0.544,0.5,1.1,0.429,5.5,6.7,0.816,2.5,6.6,9.1,1.6,0.5,1.3,1.5,1.7,1.07,77.0,12.6,56.7,7-1,C,Sr,BWC,24-25,25,BIG,GER,UC Irvine,NCAA,11/6/2002,Mid-Major
Chase Walker,ILLST,0.625,0.595,163.1,14.6,20.2,17.4,19.2,13.8,1.6,1.9,31.7,-2.5,1.6,123.5,106.5,17,387.9,29.4,35,24.3,15.2,5.5,9.5,0.58,0.3,0.8,0.357,3.9,5.7,0.693,2.6,3.6,6.2,2,0.7,0.4,1.9,2.6,1.05,60.0,8.4,49.0,6-9,F,So,MVC,24-25,25,FORWARD,USA,Illinois State,NCAA,-,High-Major
Decorion Temple,CMU,0.584,0.833,105.6,20.7,7,13.3,5.7,0,5.3,14.8,16.2,2.1,2,135.2,83.9,51.4,16.1,29.3,5,6.8,2.4,1,1.2,0.833,0,0,0,0.4,1.8,0.222,1,0.4,1.4,0.2,0.6,0.8,0,1,,150.0,0.0,37.7,6-5,F,Jr,MAC,24-25,25,FORWARD,USA,Central Michigan,NCAA,-,Mid-Major
Cade Hardtke,BRDLY,0.75,0.75,100,23.4,0,11.4,0,0,0,0,19.3,0,1.5,164.9,101,63.9,5,29.2,4,2.5,1.5,0.5,1,0.5,0.5,1,0.5,0,0,0,0.5,0,0.5,0,0,0,0,0,,0.0,100.0,58.8,6-2,G,Sr,MVC,24-25,25,GUARD,USA,Bradley,NCAA,3/12/2003,High-Major
Will Maxwell,DAY,1.053,0,100,18.4,15.4,16.8,20.1,0,0,0,7.2,10.3,0,240.3,93.8,146.5,4,29.2,4,1.8,0.5,0,0,0,0,0,0,0.5,0.5,1,0.3,0.3,0.5,0.3,0,0,0,0,,,,,6-4,G,So,A-10,24-25,25,GUARD,USA,Dayton,NCAA,-,High-Major
Koron Davis,LA,0.62,0.581,171.4,6,12.4,9.1,11.1,5.7,2.1,0,32.5,-1.2,1.4,122.8,118.7,4,34.4,29.1,7,11.7,8.7,3.3,6.1,0.535,0.6,1.7,0.333,1.6,1.9,0.846,0.6,1.1,1.7,0.4,0.4,0,0.4,0.7,1.00,31.1,27.9,54.3,6-7,F,RS-Jr,Sun Belt,24-25,25,FORWARD,USA,Louisiana,NCAA,-,Mid-Major
Rafael Castro,GW,0.663,0.66,129.9,13.9,23.7,19,13.8,12.4,2.5,5.2,21.1,-1.1,1.8,132,95.1,36.9,521.6,29.1,34,29.3,14,5.1,7.8,0.66,0,0.1,0,3.7,5.9,0.638,3.2,5.8,8.9,1.8,1.2,1.4,1.5,2.1,1.20,75.6,1.3,37.8,6-11,C,Jr,A-10,24-25,25,BIG,USA,George Washington,NCAA,3/30/2003,High-Major
Jacob Koch,IOWA,0.688,0.688,112.5,6.1,10.8,8.6,21.2,0,0,5.1,18.8,9.2,1.4,155.6,103.1,52.5,11.5,29.1,7,2.8,1.6,0.7,1.1,0.625,0.1,0.3,0.5,0,0,0,0.1,0.3,0.4,0.4,0,0.1,0,0,,0.0,27.3,42.2,6-2,G,Fr,B10,24-25,25,GUARD,USA,Iowa,NCAA,1/12/2006,Power 5
Jacksen Moni,NDSU,0.636,0.594,175.3,5.3,18,12.2,27.4,12.9,1,1.6,33.3,0.1,1.5,125.6,110.5,15.1,374.6,29,27,30.3,20.6,7,13.9,0.508,2.4,5.8,0.408,4.2,5,0.837,1.1,4.5,5.6,3.7,0.5,0.4,2.4,2.4,1.54,36.0,41.7,79.7,6-8,C,Sr,Summit,24-25,25,BIG,USA,North Dakota State,NCAA,2/20/2003,Low-Major
Khamari McGriff,UNCW,0.665,0.655,201.1,10.6,15.5,13.1,8.2,10.1,1.2,7.3,25.5,-2.8,1.6,130.2,102.5,27.6,290.8,28.9,34,19.2,11.5,4.8,7.4,0.651,0.1,0.1,0.667,1.8,2.6,0.693,1.6,2.4,4,0.7,0.4,1.1,1,2.1,0.70,35.1,1.4,51.1,6-9,F,Jr,CAA,24-25,25,FORWARD,USA,UNC Wilmington,NCAA,-,Mid-Major
Kalen Etzler,OSU,1,1,180,0,27.6,15.2,0,16.7,3.3,0,17.2,-5.6,2,148.3,86.7,61.6,8.8,28.8,7,2.4,1.4,0.6,0.7,0.8,0.3,0.3,1,0,0,0,0,0.6,0.6,0,0.1,0,0.1,0.1,0.00,0.0,42.9,67.9,6-8,F,Jr,B10,24-25,25,FORWARD,USA,Ohio State,NCAA,-,Power 5
Max Brooks,UML,0.712,0.705,142.6,7.6,24.1,16.6,10,14.2,1.9,8.6,21.9,-2.8,1.7,129.2,97.2,32,507.5,28.8,32,30.3,15.9,6.8,9.6,0.705,0,0.2,0,2.3,3.3,0.721,1.7,6.3,7.9,1.5,1,2.7,1.8,2.5,0.83,34.4,2.1,36.9,6-7,F,Sr,AEC,24-25,25,FORWARD,USA,UMass Lowell,NCAA,-,Low-Major
Justin Mitchell,UTRGV,0.432,0.333,133.3,14.6,4.8,9.7,33.6,0,9.6,0,14.2,13.9,1,143,86.2,56.8,13.5,28.5,7,3.1,0.9,0.3,0.9,0.333,0,0.1,0,0.3,0.3,1,0.4,0.1,0.6,0.7,0.6,0,0,0,,33.3,11.1,30.6,5-11,G,Fr,SLC,24-25,25,GUARD,USA,UT Rio Grande Valley,NCAA,-,Low-Major
Eric Brown,POLY,0.75,0.75,75,13.5,0,6.3,0,0,0,9.8,18.9,0,1.5,156.5,107.6,48.8,4.5,28.3,3,3.3,2,1,1.3,0.75,0,0.3,0,0,0,0,0.3,0,0.3,0,0,0.3,0,0.3,,0.0,23.1,31.2,6-8,F,So,BWC,24-25,25,FORWARD,USA,Cal Poly,NCAA,-,Mid-Major
Collin Murray-Boyles,SOCAR,0.63,0.599,155.8,9.9,26.2,18.2,21.1,15.4,2.8,4.7,26.9,-2.8,1.6,119.3,98.4,21,477.8,28.3,32,30.7,16.8,6.2,10.6,0.586,0.3,1.1,0.265,4.2,5.9,0.707,2.2,6,8.3,2.4,1.5,1.3,2.4,2.6,1.00,55.7,10.4,48.4,6-7,F,So,SEC,24-25,25,FORWARD,USA,South Carolina,NCAA,6/10/2005,Power 5
Tylan Pope,TXST,0.615,0.557,173.6,12.1,19.5,16,5,11.4,1.5,6.2,30.1,-5.3,1.5,122.8,103.3,19.6,351.6,28.3,32,25.6,16.4,5.8,10.7,0.538,0.4,1,0.394,4.5,5.6,0.804,2.3,4.1,6.4,0.6,0.7,1.4,1.7,3.3,0.35,52.3,9.3,51.1,6-6,F,Sr,Sun Belt,24-25,25,FORWARD,USA,Texas State,NCAA,-,Mid-Major
Cooper Jones,ODU,0.9,0.9,120,0,0,0,15,0,0,0,16.6,4.7,1.8,193,116.3,76.7,5.8,28.3,6,2.5,1.5,0.5,0.8,0.6,0.5,0.8,0.6,0,0,0,0,0,0,0.2,0,0,0,0.2,,0.0,100.0,65.5,6-2,G,RS-Jr,Sun Belt,24-25,25,GUARD,USA,Old Dominion,NCAA,-,Mid-Major
Jeff Woodward,COLGT,0.655,0.643,131.6,12.7,25.1,19,22,16.7,1.9,3.9,25.4,-1,1.6,124.4,101.4,23,347.4,28.3,26,26.6,13.8,5.5,8.6,0.643,0,0,0,2.8,4.1,0.673,2.5,5.2,7.7,2.8,0.8,0.9,2.1,2.6,1.33,47.7,0.0,34.4,6-11,C,Sr,Patriot,24-25,25,BIG,USA,Colgate,NCAA,-,Low-Major
Jaden Brownell,SAMF,0.621,0.599,171.3,8,17.7,12.7,11.9,10.8,2.4,5.7,30.2,-3,1.4,121.8,102.4,19.5,306.9,28.3,33,19.8,14,5.3,10.3,0.513,1.8,4.4,0.397,1.7,2.2,0.803,1.3,2.7,4,1.1,0.8,0.9,1.4,2,0.79,21.4,42.7,70.2,6-10,F,Jr,SoCon,24-25,25,FORWARD,USA,Samford,NCAA,-,Low-Major
Justin Johnson,ARKST,0.645,0.621,155.4,7.6,16,11.9,16.1,8.9,4,1,22,1.3,1.6,134.1,90.3,43.8,47.1,28.2,16,6,3.3,1.2,2.1,0.576,0.2,0.7,0.273,0.8,1.1,0.706,0.4,0.9,1.4,0.5,0.4,0.1,0.3,0.6,1.67,52.4,33.3,50.2,6-8,F,Fr,Sun Belt,24-25,25,FORWARD,USA,Arkansas State,NCAA,-,Mid-Major
Simeon Womack,BTHCK,0.641,0.5,125,15,19.4,17,32.3,20.4,0,0,36,-4.9,2.5,119.9,110.9,9,2.8,28.1,5,1.3,1,0.2,0.4,0.5,0,0,0,0.6,0.8,0.75,0.2,0.2,0.4,0.2,0,0,0.2,0.4,1.00,200.0,0.0,49.9,6-2,G,Jr,SWC,24-25,25,GUARD,USA,Bethune-Cookman,NCAA,11/24/2003,Low-Major
Taelon Peter,LBRTY,0.724,0.711,180.4,1.9,19.7,11.3,9.6,6,2.4,0.5,24.3,0.4,1.7,136.5,92.5,44,353.8,28.1,35,22.7,13.7,4.8,8.3,0.578,2.2,4.9,0.453,1.9,2.5,0.773,0.3,3.7,4,1,0.9,0.1,0.6,2,1.67,30.1,59.0,80.8,6-3,G,Sr,C-USA,24-25,25,GUARD,USA,Liberty,NCAA,2/27/2002,Mid-Major
Lucas Orchard,MONM,0.549,0.444,127.8,9,0,4.7,10.1,0,6.9,0,23.9,2.7,1.4,129.9,115.4,14.5,9.5,28,10,2.5,1.3,0.4,0.9,0.444,0,0.1,0,0.5,0.6,0.833,0.2,0,0.2,0.1,0.3,0,0,0.1,,66.7,11.1,36.4,6-3,GF,Fr,CAA,24-25,25,WING,USA,Monmouth,NCAA,-,Mid-Major
Braden Huff,ZAGS,0.603,0.592,156.1,10.2,14.9,12.7,13.1,4.8,1,4.1,28.7,1.5,1.3,126.6,99.4,27.2,264.6,28,35,16.6,11,4.9,8.5,0.577,0.3,0.9,0.281,0.9,1.3,0.702,1.3,2.1,3.4,1.1,0.3,0.6,0.5,1.8,2.20,15.3,10.6,42.8,6-10,PF,So,WCC,24-25,25,FORWARD,USA,Gonzaga,NCAA,8/28/2003,High-Major
Grant Weitman,ARZ,0.833,0.833,133.3,5.4,30,18.2,0,14.3,4.9,5.2,14.6,-4.3,1.7,142.2,85.4,56.7,12.5,27.9,11,2,0.9,0.4,0.5,0.667,0.2,0.3,0.667,0,0,0,0.1,0.5,0.6,0,0.2,0.1,0.1,0.1,0.00,0.0,60.0,56.3,6-4,G,Sr,B12,24-25,25,GUARD,USA,Arizona,NCAA,-,Power 5
Trey Kaufman-Renn,PURD,0.612,0.598,167.1,12,16.6,14.4,16.8,11.8,1.4,1.2,32.1,-2.5,1.5,121.3,106.8,14.6,457.5,27.8,36,30.7,20.1,8.1,13.6,0.595,0.1,0.2,0.429,3.8,5.8,0.648,2.6,3.9,6.5,2.2,0.7,0.3,2.2,2.9,1.00,42.6,1.5,44.1,6-9,F,Jr,B10,24-25,25,FORWARD,USA,Purdue,NCAA,8/19/2002,Power 5
Jordan McCullum,MRRY,0.571,0.571,92.9,9.1,8.2,8.6,26.7,12.5,3.9,7.2,27,2.3,1.1,124.2,79.3,44.9,7.5,27.8,4,3.8,2,0.8,1.8,0.429,0.5,1,0.5,0,0,0,0.3,0.3,0.5,0.5,0.3,0.3,0.3,0,1.67,0.0,55.6,45.8,6-8,F,Fr,MVC,24-25,25,FORWARD,USA,Murray State,NCAA,-,High-Major
Gus Rugaard,BRDLY,0.625,0.625,100,14.7,28.8,21.8,0,0,0,0,23.5,0,1.3,142.9,81.7,61.2,4.5,27.8,3,2.7,1.7,0.7,1.3,0.5,0.3,0.7,0.5,0,0,0,0.3,0.7,1,0,0,0,0,0,,0.0,53.8,46.0,6-1,G,Fr,MVC,24-25,25,GUARD,USA,Bradley,NCAA,-,High-Major
Mister Dean,USCU,0.591,0.588,138.9,7.7,20.7,14.2,14,14.7,5,3.2,32.3,-5.5,1.4,107.9,102,5.8,327.5,27.7,31,23.2,15.7,6.3,11,0.572,0.4,1.5,0.244,2.8,4.9,0.572,1.5,4,5.5,1.4,2.2,0.7,2.3,2.9,0.61,44.5,13.6,46.5,6-6,F,Fr,BSC,24-25,25,FORWARD,USA,USC Upstate,NCAA,-,Low-Major
Bennett Stirtz,DRAKE,0.608,0.566,168.7,2.4,14.7,8.5,34.1,11.2,3.5,0.9,26.2,5.3,1.4,130.9,96.8,34.1,558.3,27.6,35,39.4,19.2,6.7,13.4,0.498,1.8,4.6,0.395,4.1,5.1,0.794,0.6,3.7,4.3,5.7,2.1,0.3,2,1.4,2.85,38.1,34.3,71.1,6-4,G,Jr,MVC,24-25,25,GUARD,USA,Drake,NCAA,10/3/2003,High-Major
Isaiah Ihnen,LBRTY,0.651,0.646,161.3,9.6,22,15.9,5.2,7.4,3,1.7,25.7,-2,1.4,127.5,85.7,41.8,92.3,27.6,11,18.2,10.4,4,7.2,0.557,1.3,3.3,0.389,1.1,1.6,0.667,1.3,3,4.3,0.5,0.9,0.3,0.6,1,0.83,22.2,45.8,64.8,6-9,GF,Sr,C-USA,24-25,25,WING,GER,Liberty,NCAA,10/15/2000,Mid-Major
Ayomide Bamisile,U of U,0.8,0.8,80,9.1,7.4,8.2,0,0,4,0,16.8,0,1.6,161.7,82.8,78.9,6.5,27.6,6,2.3,1.3,0.7,0.8,0.8,0,0,0,0,0,0,0.2,0.2,0.3,0,0.2,0,0,0.2,,0.0,0.0,28.0,6-7,F,Fr,B12,24-25,25,FORWARD,NIG,Utah,NCAA,-,Power 5
Callum Richard,ECAR,0.505,0.5,100,23.3,10.1,16.2,0,0,5.6,0,23.7,0,1.3,125.3,88.3,37,4.5,27.5,5,2,1,0.4,0.8,0.5,0,0,0,0.2,0.4,0.5,0.4,0.2,0.6,0,0.2,0,0,0.2,,50.0,0.0,27.7,6-10,C,So,AAC,24-25,25,BIG,USA,East Carolina,NCAA,-,High-Major
Miles Keeffe,VANDY,0.825,0.75,233.3,8.4,21.9,15.6,17.4,17.1,0,0,19,2.2,4,161.5,91,70.5,8,27.5,8,1.9,1,0.1,0.3,0.5,0.1,0.1,1,0.6,0.8,0.833,0.1,0.4,0.5,0.3,0,0,0.1,0.1,3.00,266.7,33.3,94.4,6-5,F,Jr,SEC,24-25,25,FORWARD,USA,Vanderbilt,NCAA,-,Power 5
Owen Freeman,IOWA,0.647,0.65,155.1,9.3,21.9,15.5,9.6,12.2,1.3,7,27.5,-3.4,1.5,120.2,105.2,14.9,249.6,27.5,19,26.5,16.7,7.1,11.1,0.638,0.3,0.8,0.313,2.4,3.9,0.6,2.1,4.7,6.7,1.3,0.6,1.8,1.8,2.7,0.72,35.1,7.2,45.1,6-10,FC,So,B10,24-25,25,FORWARD,USA,Iowa,NCAA,11/15/2004,Power 5
Teo Rice,YALE,0.714,0.735,164.7,2.5,18.4,11.2,16.8,0,3.1,4.6,16.8,7.2,1.6,160.5,85.7,74.8,26.5,27.3,11,5,2.5,1,1.5,0.647,0.3,0.5,0.5,0.2,0.4,0.5,0.1,0.8,0.9,0.5,0.3,0.2,0,0.9,,26.7,33.3,52.7,6-2,SG,Sr,IVY,24-25,25,GUARD,USA,Yale,NCAA,-,Mid-Major
Kevin De Kovachich,UNA,0.673,0.644,185.1,4.5,13.6,9,11.2,6.8,5.2,0,18.8,1.7,1.6,143.3,97.3,46,65.9,27.3,22,7.1,3.4,1.1,2,0.556,0.4,0.7,0.533,0.7,1,0.762,0.3,0.8,1.1,0.5,0.6,0,0.2,0.5,2.50,50.0,35.0,58.3,6-4,PG,Fr,A-SUN,24-25,25,GUARD,CAN,North Alabama,NCAA,-,Low-Major
AK Okereke,COR,0.667,0.63,170.9,5.9,15.4,10.9,28.5,15.4,2.3,4.4,23.8,3.2,1.6,131.1,104.4,26.7,377,27.2,29,25.7,13.9,5.1,8.5,0.595,0.6,1.8,0.321,3.2,4,0.793,1.2,3.4,4.6,4.1,1.1,1.1,1.9,2.2,2.16,47.1,21.2,56.2,6-7,F,Jr,IVY,24-25,25,FORWARD,USA,Cornell,NCAA,7/2/2003,Mid-Major
Obinna Anochili,MARSH,0.613,0.58,157.7,6.9,20.1,13.3,7.1,9.6,1.9,12.7,24.3,-2.5,1.5,123.1,95,28.2,390,27.1,32,26.3,14.4,5.1,9.3,0.548,0.6,1.8,0.328,3.6,5.1,0.701,1.5,4.2,5.7,0.9,0.9,3.2,1.3,3.3,0.69,54.8,19.4,54.1,6-8,PF,Sr,Sun Belt,24-25,25,FORWARD,NIG,Marshall,NCAA,9/27/2001,Mid-Major
Brandon Walker,MTSTU,0.559,0.555,145.9,5.1,23.9,14.7,21.1,9.9,1.6,1,37.8,-1.9,1.4,108.4,103.3,5.2,248,27.1,29,21,14.7,5.6,10.6,0.528,0.6,1.5,0.386,2.9,5.4,0.545,0.8,4,4.9,1.6,0.6,0.2,1.4,1.9,1.14,50.9,14.2,49.4,6-8,F,Jr,BSKY,24-25,25,FORWARD,USA,Montana State,NCAA,7/17/2004,Low-Major
Austin Villarreal,UWM,0.769,1,150,32.2,0,16.8,0,0,0,0,12.4,0,3,171.9,105.9,66,3,27.1,6,1.2,0.5,0.2,0.2,1,0,0,0,0.2,0.3,0.5,0.3,0,0.3,0,0,0,0,0.2,,150.0,0.0,46.9,6-1,G,Fr,Horizon,24-25,25,GUARD,USA,Milwaukee,NCAA,-,Low-Major
Alvaro Folgueiras,RMU,0.651,0.618,174.5,10,29.9,19.8,22.4,17.2,2.7,4.3,22.2,-0.5,1.5,125.1,93.6,31.4,547.1,27,35,29.3,14.1,5,9.2,0.548,1.3,3.1,0.413,2.8,3.6,0.784,2.3,6.8,9.1,3.2,1.4,1.2,2.3,2.3,1.39,39.1,33.7,65.4,6-9,PF,So,Horizon,24-25,25,FORWARD,ESP,Robert Morris,NCAA,4/1/2005,Low-Major
Blaise Threatt,WEBER,0.569,0.538,152.1,4.4,16.4,10.5,30,10.5,3.3,0.1,29.8,2.6,1.3,118,103.7,14.3,466.9,27,32,35,20,7.7,14.9,0.515,0.7,2.3,0.301,4,5.7,0.705,1.2,4.6,5.8,4.4,1.9,0,2.1,2.2,2.10,38.3,15.4,52.1,6-3,G,Sr,BSKY,24-25,25,GUARD,USA,Weber State,NCAA,9/8/2000,Low-Major
Matt Rogers,AMERU,0.649,0.633,170.6,5.9,23,14.4,13.6,13.4,1.5,1.8,31.6,-4.7,1.5,116.6,102.5,14,364.8,27,35,26.5,16.7,6.4,11.5,0.558,1.7,4.3,0.403,2.2,2.9,0.745,1.1,4.4,5.5,1.3,0.7,0.4,2,2.7,0.65,25.2,37.4,69.9,6-9,FC,Sr,Patriot,24-25,25,FORWARD,USA,American,NCAA,4/12/2002,Low-Major
Jake Auer,WVU,0.75,0.75,106.3,7.7,17.7,12.7,0,0,1.2,0,20.2,0,1.5,146.4,99.1,47.3,20.8,26.9,16,3.1,1.7,0.6,1.1,0.5,0.6,1,0.563,0,0,0,0.2,0.4,0.6,0,0.1,0,0,0.3,,0.0,90.9,59.0,6-0,G,Sr,B12,24-25,25,GUARD,USA,West Virginia,NCAA,-,Power 5
Will Felton,NC A&T,0.728,0.727,142,17.2,26.3,21.7,4.3,3.4,1.2,0,16,0.4,1.9,158,99,59,45.1,26.9,7,12.3,5.9,2.3,3.1,0.727,0,0,0,1.3,1.9,0.692,1.9,2.9,4.7,0.3,0.3,0,0.1,1.6,3.00,61.3,0.0,38.5,6-9,C,So,CAA,24-25,25,BIG,USA,NC A&T,NCAA,-,Mid-Major
Norchad Omier,BAYL,0.619,0.583,159.6,15.9,28,21.7,10.1,15.9,2.3,3.7,24.3,-4.5,1.5,122,98.5,23.5,517.8,26.8,35,31.7,15.7,5.8,10.5,0.556,0.6,2,0.29,3.5,4.7,0.75,4.1,6.7,10.8,1.5,1.2,0.9,2.4,3.5,0.63,44.8,19.0,53.7,6-5,F,Sr,B12,24-25,25,FORWARD,NCA,Baylor,NCAA,8/28/2001,Power 5
Noah Collier,W&M,0.665,0.646,177.6,13.1,17.6,15.5,11.4,12.9,1.2,2.9,26.8,-3.4,1.6,125.6,104.9,20.7,198.8,26.8,22,19.5,12.2,4.9,7.8,0.632,0.2,0.5,0.417,2.2,3,0.727,2,3,5,1,0.4,0.5,1.4,2.1,0.71,38.5,6.4,48.3,6-8,PF,Sr,CAA,24-25,25,FORWARD,USA,William & Mary,NCAA,12/9/2001,Mid-Major
Houston Holland,CHATT,0.645,0.5,150,0,28.8,16,14.5,0,0,0,23.9,5.7,1.8,150.6,91.9,58.7,5.1,26.7,6,2,1.2,0.3,0.7,0.5,0,0.2,0,0.5,0.5,1,0,0.5,0.5,0.2,0,0,0,0.3,,71.4,28.6,45.0,6-3,G,Fr,SoCon,24-25,25,GUARD,USA,Chattanooga,NCAA,-,Low-Major
Kelton Talford,WIN,0.652,0.637,129.8,14.8,18.8,16.8,6.7,13.5,1.9,2.7,23.4,-4.2,1.8,128.3,102.1,26.2,439.6,26.7,34,27.8,15.8,5.7,8.9,0.637,0,0,0,4.4,6.7,0.661,3.4,4.5,7.9,0.9,1,0.7,1.9,2.4,0.47,75.3,0.0,37.0,6-7,F,Sr,BSC,24-25,25,FORWARD,USA,Winthrop,NCAA,-,Low-Major
Jemel Jones,CSUB,0.559,0.515,168.7,4.8,13.2,8.8,21.5,10.7,1.7,1.6,35.5,-2.3,1.3,117.4,109.3,8.1,303.1,26.6,33,26.7,18.9,7.2,15,0.478,1.1,3.2,0.352,3.5,4,0.857,1,2.6,3.6,2.1,0.8,0.3,2,2.3,1.05,26.7,21.3,58.8,6-4,G,Jr,BWC,24-25,25,GUARD,USA,Cal State Bakersfield,NCAA,3/12/2002,Mid-Major
Payton Sparks,BLLST,0.618,0.59,173.5,15.8,24.8,20.4,13.5,13.9,0.9,3,25.4,-2.8,1.8,123.4,104.1,19.3,352.6,26.6,31,23.9,12.6,4.2,7.1,0.588,0,0.1,0.5,4.2,6.5,0.647,2.9,4.8,7.7,1.5,0.4,0.6,1.6,1.6,0.94,91.5,1.4,50.5,6-10,C,Sr,MAC,24-25,25,BIG,USA,Ball State,NCAA,10/24/2002,Mid-Major
Asa Newell,UGA,0.612,0.58,158.3,15.6,14.8,15.2,6.7,8.2,2,3.8,23.7,-1.8,1.4,131.1,101.8,29.4,409.1,26.6,33,29.1,15.4,5.8,10.7,0.543,0.8,2.7,0.292,3.1,4.1,0.748,3.3,3.5,6.9,0.9,1,1,1.1,2.4,0.82,38.3,25.2,57.3,6-10,PF,Fr,SEC,24-25,25,FORWARD,USA,Georgia,NCAA,10/5/2005,Power 5
Dylan Darling,IDHST,0.579,0.509,160.7,1.3,12.3,6.6,35.7,12.6,2.9,1.5,28.7,4.1,1.5,126.5,105.2,21.3,393.4,26.6,28,34.3,19.8,6,13.6,0.441,1.9,5.2,0.356,5.9,7.3,0.81,0.4,3.1,3.4,5.7,1.7,0.4,2.5,1.6,2.28,53.7,38.2,74.4,6-1,G,So,BSKY,24-25,25,GUARD,USA,Idaho State,NCAA,-,Low-Major
Jacob Ognacevic,LIP,0.673,0.633,177.6,7,20.8,14.5,8.5,10.9,0.5,1.2,26.2,-2.7,1.7,129.4,100.8,28.7,513.8,26.6,35,33.8,20,6.9,12,0.575,1.4,3.5,0.402,4.8,6,0.8,1.8,6.2,8,1.4,0.3,0.4,1.8,1.5,0.78,50.0,29.2,68.5,6-8,F,Sr,A-SUN,24-25,25,FORWARD,USA,Lipscomb,NCAA,1/29/2002,Low-Major
