Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,GP,MPG,PPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,AST/TO,FTR,3PATR,SQ,HT,POS,CLASS,CONFERENCE,SEASON,YEAR,POS-GROUP,NAT,TEAM_NAME,LEAGUE,DOB,TIER
Ian Imegwu,COR,0.686,0.692,147,4.2,23.5,13.9,32.2,5.3,0,0,30.5,6.7,1.4,138.4,114.7,23.7,55.3,30.3,15,5.7,4.9,1.7,3.5,0.481,1.5,3,0.489,0.1,0.3,0.5,0.2,1.1,1.3,0.9,0,0,0.2,0.7,4.50,8.6,85.7,69.9,6-9,F,Jr,IVY,25-26,26,FORWARD,USA,Cornell,NCAA,-,Mid-Major
Grant Neal,BELL,0.598,0.525,150,3.2,15.4,9.4,4.7,3.5,3.9,0,34.3,-0.8,1.7,125.5,117.6,7.9,18.8,30.2,11,4.1,3,0.9,1.8,0.5,0.1,0.4,0.25,1.1,1.5,0.75,0.1,0.5,0.5,0.1,0.3,0,0.1,0.2,1.00,83.3,22.2,48.3,6-3,G,Fr,A-SUN,25-26,26,GUARD,USA,Bellarmine,NCAA,-,Low-Major
Tichyque Musaka,SFA,0.525,0.6,80,42.3,21.2,31.8,5.2,7.5,1.9,3.6,21.9,-1.1,1.3,132,94.6,37.4,18.4,30.2,7,4.1,1.9,0.9,1.4,0.6,0,0.1,0,0.1,0.7,0.2,1.4,0.7,2.1,0.1,0.1,0.1,0.1,0.3,1.00,50.0,7.1,26.9,6-11,C,Jr,SLC,25-26,26,BIG,USA,Stephen F. Austin,NCAA,-,Low-Major
Allen Graves,SCU,0.615,0.585,166.8,14.8,21.3,17.9,13.8,7.2,5,4.9,21.8,2,1.5,138.5,95.2,43.4,422.8,29.9,34,22.5,11.6,4.1,8,0.517,1.1,2.6,0.416,2.3,3.1,0.736,2.8,3.7,6.5,1.8,1.9,0.9,0.7,3.1,2.57,38.8,32.5,61.0,6-9,F,Fr,WCC,25-26,26,FORWARD,USA,Santa Clara,NCAA,-,High-Major
Lachlan Smith,FAU,0.513,0,100,42.3,0,17.7,0,33.9,17.2,0,43.2,-30.9,2,99.5,55.4,44.1,1.5,29.9,2,1.5,1,0,0.5,0,0,0,0,1,1,1,0.5,0,0.5,0,0.5,0,0.5,0,0.00,200.0,0.0,48.0,6-3,G,Fr,AAC,25-26,26,GUARD,,Florida Atlantic,NCAA,-,High-Major
"Larry Johnson, Jr.",MCNST,0.579,0.531,151.5,9,19.1,14,12.7,6.6,2.8,0,32.4,-0.5,1.4,126.3,97.5,28.8,375.8,29.7,33,25.2,17.5,6.3,12.5,0.502,0.7,3,0.242,4.2,5.4,0.77,1.8,3.7,5.5,1.4,1.2,0,1.1,1.6,1.27,43.2,24.0,56.9,6-4,F,Fr,SLC,25-26,26,FORWARD,USA,McNeese State,NCAA,9/1/2005,Low-Major
JaJuan Nicholls,TNTCH,0.643,0.627,130.2,14.2,21.5,17.9,5.9,10,1.2,4.8,26.9,-3.8,1.6,127.5,104.1,23.4,279.4,29.6,31,18,11.2,4.4,7,0.627,0,0,0,2.4,3.6,0.676,2,3.3,5.3,0.4,0.4,0.8,1,1.5,0.40,51.4,0.0,34.4,6-8,F,Jr,OVC,25-26,26,FORWARD,USA,Tennessee Tech,NCAA,-,Low-Major
Izaiyah Nelson,USOFL,0.616,0.575,142,16.9,24.3,20.6,9,9.5,3.2,5.5,23.9,-1.8,1.6,132.1,93.7,38.4,500.1,29.4,32,26.8,15.8,5.6,9.9,0.566,0.2,1.4,0.133,4.3,6,0.72,4,5.8,9.7,1.2,1.6,1.3,1.3,3.1,0.92,60.6,14.1,47.3,6-10,C,Sr,AAC,25-26,26,BIG,USA,South Florida,NCAA,-,High-Major
Adam Stewart,TCU,1,1,100,33.3,0,15.3,0,0,0,0,11.6,0,2,213.5,92.8,120.7,2.3,29.3,4,1,0.5,0.3,0.3,1,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,,0.0,0.0,35.0,6-11,C,So,B12,25-26,26,BIG,USA,TCU,NCAA,-,Power 5
Cam Lawin,SDSU,0.813,0.813,112.5,0,0,0,0,11.1,0,0,32.1,-7.2,1.6,134.1,97.8,36.3,5,29.2,6,2.3,2.2,0.8,1.3,0.625,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0.2,0.3,0.00,0.0,76.9,57.5,6-3,SG,Jr,MWC,25-26,26,GUARD,USA,San Diego State,NCAA,-,High-Major
Christian Dedivanaj,BGSU,1,1,100,21.4,18.9,20.1,27.6,0,8.4,0,3.6,14.8,2,214.5,62,152.5,9.3,29.2,5,2.4,0.4,0.2,0.2,1,0,0,0,0,0,0,0.4,0.4,0.8,0.6,0.4,0,0,0.2,,0.0,0.0,35.0,6-3,G,Fr,MAC,25-26,26,GUARD,USA,Bowling Green,NCAA,-,Mid-Major
Braylen Bowman,UNCG,0.667,0.667,100,0,13.4,6.9,59.4,0,0,0,17.3,23.6,1.3,172.2,105.5,66.7,10.5,29.2,5,3.2,1.6,0.6,1.2,0.5,0.4,0.8,0.5,0,0,0,0,0.4,0.4,1.2,0,0,0,0.2,,0.0,66.7,49.8,6-1,GF,Fr,SoCon,25-26,26,WING,USA,UNC Greensboro,NCAA,-,Low-Major
Cooper Mueller,PRIN,0.75,0.75,150,37.6,0,19,0,50,19.4,0,65.2,-70,1.5,64.7,62.9,1.8,1.5,29,2,1.5,1.5,0.5,1,0.5,0.5,0.5,1,0,0,0,0.5,0,0.5,0,0.5,0,1,0,0.00,0.0,50.0,61.3,6-3,G,Jr,IVY,25-26,26,GUARD,USA,Princeton,NCAA,1/1/2005,Mid-Major
Braden Huff,ZAGS,0.672,0.678,157,13.4,12.7,13,10.8,6.7,0.9,2.4,26,0.2,1.5,138.4,95.5,42.9,233.3,29,18,25.4,17.8,8.1,12.2,0.662,0.4,1.2,0.333,1.3,2.2,0.575,2.7,2.9,5.6,1.5,0.4,0.5,0.9,2.5,1.67,18.0,9.8,46.9,6-10,PF,Jr,WCC,25-26,26,FORWARD,USA,Gonzaga,NCAA,8/28/2003,High-Major
Savon Wykle,MTSU,0.714,0.714,97.1,0,14.3,7.9,12.5,12.5,0,16.2,28.6,-2.4,1.4,124.5,67.4,57.1,8.3,28.9,1,13,10,4,7,0.571,2,5,0.4,0,0,0,0,2,2,1,0,2,1,0,1.00,0.0,71.4,70.7,6-5,GF,Sr,C-USA,25-26,26,WING,USA,Middle Tennessee,NCAA,-,Mid-Major
Cole Bott,TEXAS,1.5,1.5,200,0,12.4,7.1,16.6,0,6.6,0,5.6,7.8,3,276.1,78,198.2,5,28.9,6,1.3,0.5,0.2,0.2,1,0.2,0.2,1,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,,0.0,100.0,93.5,6-6,F,Sr,SEC,25-26,26,FORWARD,USA,Texas,NCAA,-,Power 5
Aidan Kehoe,USNA,0.685,0.735,120.4,15.3,26.1,20.9,15.8,13.5,2.3,4.7,20.7,-0.6,1.7,131.5,91.6,39.9,603.5,28.8,33,33.4,15.4,6.5,8.9,0.735,0,0,0,2.3,4.9,0.469,3.8,7.1,10.9,2.4,1.2,1.2,1.8,1.4,1.33,55.1,0.0,34.2,6-10,C,Sr,Patriot,25-26,26,BIG,USA,Navy,NCAA,-,Low-Major
Kellen Thames,STLOU,0.659,0.655,148.1,11.5,20.1,16.3,20.7,15,4.3,1.1,24.9,-0.4,1.6,127.5,90.5,37.1,294.5,28.8,31,17.3,9.9,4.1,6.3,0.649,0.1,0.4,0.182,1.7,2.6,0.65,1.5,3.3,4.8,1.9,1.4,0.2,1.3,1.5,1.46,41.3,6.3,41.2,6-6,G,Jr,A-10,25-26,26,GUARD,USA,Saint Louis,NCAA,-,High-Major
Hannes Steinbach,UWASH,0.636,0.602,167.6,15.2,27.1,21.2,8.9,11.9,1.8,3.9,24.2,-2.7,1.5,129.6,102.3,27.4,543,28.7,30,34.6,18.5,7,12.1,0.577,0.6,1.8,0.34,4,5.3,0.759,4.2,7.6,11.8,1.6,1.1,1.2,2,2.4,0.80,43.8,14.9,54.0,6-11,F,Fr,B10,25-26,26,FORWARD,GER,Washington,NCAA,5/1/2006,Power 5
Reid Lovelace,OKLA,0.5,0.5,66.7,0,0,0,34.7,0,14.7,0,19.2,17.2,1,152.6,76.6,76,3.8,28.7,5,1.6,0.6,0.2,0.6,0.333,0.2,0.6,0.333,0,0,0,0,0,0,0.4,0.4,0,0,0.4,,0.0,100.0,43.8,5-10,G,Sr,SEC,25-26,26,GUARD,USA,Oklahoma,NCAA,-,Power 5
A.J. Dybantsa,BYU,0.602,0.554,161.7,5.1,17.8,11.6,22.4,12.6,1.8,1.1,33.5,-1.4,1.5,122.2,106.5,15.7,556.5,28.7,34,34.7,25.3,8.7,17,0.513,1.4,4.1,0.34,6.4,8.4,0.764,1.5,5.3,6.7,3.8,1.1,0.4,3,1.2,1.27,49.4,24.1,66.3,6-9,GF,Fr,B12,25-26,26,WING,USA,BYU,NCAA,1/29/2007,Power 5
Jordan Tillery,VCU,0.664,0.645,186.6,9.5,15.3,12.6,14.1,7.4,2.8,2.5,24.4,1.2,1.6,140.6,95.2,45.3,39.3,28.7,10,7.9,5,1.8,3.1,0.581,0.4,0.7,0.571,1,1.4,0.714,0.6,1.1,1.7,0.6,0.4,0.2,0.3,1.1,2.00,45.2,22.6,56.1,6-5,F,Fr,A-10,25-26,26,FORWARD,USA,VCU,NCAA,-,High-Major
Mathok Majok,NEWOR,0.654,0.68,121.3,20.8,18.4,19.5,0,11.1,1.4,14.1,21.9,-4.8,1.7,127.4,109.2,18.1,42.4,28.5,16,5.1,2.6,1.1,1.6,0.68,0,0,0,0.5,0.9,0.533,0.8,0.8,1.6,0,0.1,0.7,0.3,0.9,0.00,56.3,0.0,33.8,7-4,C,Jr,SLC,25-26,26,BIG,,New Orleans,NCAA,-,Low-Major
Ayden Davis,WRST,0.89,0.929,252.4,10.9,9.2,10,0,0,4.4,5.2,15.2,0,2.1,185.1,65.1,120,12.1,28.5,3,8.7,5,2,2.3,0.857,0.3,0.3,1,0.7,1,0.667,0.7,0.7,1.3,0,0.7,0.3,0,2,,43.5,13.0,70.6,6-10,C,Fr,Horizon,25-26,26,BIG,USA,Wright State,NCAA,-,Low-Major
J.T. Toppin,TXTCH,0.571,0.567,140.8,14.9,23,19,13.6,11.5,2.2,5.1,31.1,-3.1,1.3,117.8,99.7,18.1,447.6,28.5,25,34.9,21.8,9.4,17.1,0.548,0.6,2.3,0.281,2.5,4.3,0.579,4.2,6.6,10.8,2.1,1.4,1.7,2.5,2.8,0.84,25.1,13.5,48.8,6-9,F,Jr,B12,25-26,26,FORWARD,USA,Texas Tech,NCAA,6/14/2005,Power 5
Isaac Hawkins,UVU,0.694,0.67,169.4,16.1,17.8,17,8.9,12.4,1.8,11.7,21.1,-2.2,1.7,135.5,92.6,42.9,246.9,28.5,33,14.2,7.4,2.9,4.4,0.66,0.1,0.3,0.273,1.5,2,0.761,1.7,2.1,3.8,0.7,0.5,1.5,0.8,2,0.88,45.5,6.8,45.8,6-10,C,Jr,WAC,25-26,26,BIG,USA,Utah Valley,NCAA,-,Mid-Major
Cam Fletcher,HP,0.63,0.611,164.6,10.4,29.6,20.2,7.6,9.4,3.1,3.6,24.9,-2,1.4,129.2,90.6,38.5,289.5,28.4,25,21.1,12.7,4.8,8.8,0.548,1.1,3.1,0.364,1.9,2.6,0.734,1.8,5.2,6.9,0.9,1.2,0.6,1,1.6,0.90,29.5,35.2,62.2,6-7,PF,Sr,BSC,25-26,26,FORWARD,USA,High Point,NCAA,7/10/2001,Low-Major
Ethan Wright,MIAMI,0.598,0.333,116.7,0,35.8,22.2,0,0,4.7,0,24.6,0,2.3,149.5,72,77.5,6,28.3,5,2.2,1.4,0.2,0.6,0.333,0,0,0,1,1.2,0.833,0,0.8,0.8,0,0.2,0,0,0.2,,200.0,0.0,49.3,6-4,G,Jr,MAC,25-26,26,GUARD,USA,Miami (OH),NCAA,-,Mid-Major
Christian Reeves,C of C,0.65,0.654,125.8,15.8,26.5,21.4,4.2,9.6,0.8,7.4,22.4,-3,1.6,130.2,100,30.2,353.9,28.3,31,21.4,11.1,4.5,6.8,0.654,0,0,0,2.2,3.6,0.604,2.7,5.1,7.8,0.4,0.3,1.4,0.9,1.9,0.44,52.9,0.0,34.1,7-2,C,Jr,CAA,25-26,26,BIG,USA,College of Charleston,NCAA,12/14/2003,Mid-Major
"Tarris Reed, Jr.",UConn,0.62,0.625,118.7,14.4,25.5,20.2,18.4,14.6,2.1,9.1,25.7,-1.3,1.5,121.6,91.7,29.9,408,28.3,29,26.1,13.7,5.8,9.2,0.625,0,0.1,0,2.2,3.9,0.561,2.8,5.3,8.1,2.3,0.9,2.1,1.9,3,1.21,42.4,1.1,32.2,6-10,PF,Sr,Big East,25-26,26,FORWARD,USA,UConn,NCAA,8/5/2003,Power 5
Iwo Baganc,SIUE,0.763,0.714,171.4,14.7,13.4,14,4,10.9,3.8,0,20.2,-2.9,1.8,148.1,90.6,57.5,19.4,28.2,9,5.1,2.8,1.1,1.6,0.714,0,0.3,0,0.6,0.6,1,0.6,0.6,1.1,0.1,0.3,0,0.2,0.9,0.50,37.5,18.8,44.8,6-8,F,Fr,OVC,25-26,26,FORWARD,POL,SIU Edwardsville,NCAA,11/12/2006,Low-Major
Zuby Ejiofor,STJ,0.622,0.577,158.7,13.3,15.9,14.6,23,14.2,2.2,7.4,24.7,0.5,1.7,127.5,94.8,32.6,542.1,28.2,34,29.7,16.3,5.4,9.8,0.554,0.4,1.4,0.319,5.1,7.1,0.714,3.3,3.9,7.1,3.5,1.2,2.1,2.2,2.4,1.59,72.4,14.3,53.3,6-9,F,Sr,Big East,25-26,26,FORWARD,USA,St. John's,NCAA,4/20/2004,Power 5
Graham Ike,ZAGS,0.635,0.602,170.8,8.4,23.4,16.2,14,9.8,1.4,3.4,27.3,-0.3,1.5,129.7,93.3,36.5,453.5,28.1,29,30.8,19.7,7.6,13.3,0.573,0.8,2.3,0.348,3.7,4.7,0.787,2.1,6.1,8.2,2.4,0.8,0.9,1.7,2.7,1.41,35.3,17.3,56.4,6-9,F,Sr,WCC,25-26,26,FORWARD,USA,Gonzaga,NCAA,8/3/2002,High-Major
Isaiah Foster,PVAMU,0.84,0.8,226.7,0,28.5,14.2,18,14.4,7.1,5.3,15,1.4,2,151.2,88.2,63.1,13.3,28,5,4.2,2,0.6,1,0.6,0.4,0.6,0.667,0.4,0.4,1,0,1,1,0.4,0.6,0.2,0.2,0.4,2.00,40.0,60.0,72.1,6-1,G,Sr,SWC,25-26,26,GUARD,USA,Prairie View A&M,NCAA,-,Low-Major
Daniel Ogunyemi,YALE,0.671,0.647,144.7,19.2,25.2,22.5,9.8,4.9,1.1,0,20.3,2,1.5,149.3,96.1,53.2,26.6,28,11,4.6,2.4,1,1.5,0.647,0,0,0,0.4,0.5,0.8,0.6,1,1.6,0.3,0.1,0,0.1,0.5,3.00,33.3,0.0,34.8,6-7,F,Fr,IVY,25-26,26,FORWARD,USA,Yale,NCAA,-,Mid-Major
Mason Lawson,VMI,1.5,1.5,200,0,0,0,0,50,12.1,0,23.1,-21.5,3,73.8,112.6,-38.8,1.8,27.9,4,1.3,0.8,0.3,0.3,1,0.3,0.3,1,0,0,0,0,0,0,0,0.3,0,0.3,0.3,0.00,0.0,100.0,94.0,6-1,G,Jr,SoCon,25-26,26,GUARD,USA,VMI,NCAA,-,Low-Major
Michael Lawlor,MAN,0.624,0.667,155.6,19.8,15.2,17.5,19.4,0,0,4.1,21.4,5.4,1.4,142.2,124.4,17.8,13.4,27.7,5,4.6,2.6,1,1.8,0.556,0.4,0.6,0.667,0.2,0.6,0.333,0.8,0.6,1.4,0.4,0,0.2,0,0.4,,33.3,33.3,53.2,6-8,F,Jr,MAAC,25-26,26,FORWARD,USA,Manhattan,NCAA,-,Low-Major
Pharrel Payne,UMD,0.67,0.624,134.2,13.9,18.3,16,13,17.1,0.8,4.8,28,-6.5,2.1,125.8,109.1,16.7,128.3,27.7,10,26.7,17.5,5.3,8.5,0.624,0,0,0,6.9,9.6,0.719,3.2,4,7.2,1.4,0.4,1.1,2.7,2.2,0.52,112.9,0.0,41.9,6-9,C,Sr,B10,25-26,26,BIG,USA,Maryland,NCAA,8/22/2004,Power 5
Isaac Johnson,HAW,0.63,0.562,170.3,11.1,21.1,16.3,11.3,13.9,1.5,5,29.9,-5,1.5,122.6,93,29.5,321.6,27.3,32,21,14.1,4.6,9.1,0.503,1.1,3.4,0.315,3.8,4.3,0.885,1.9,3.9,5.8,1.1,0.6,1.1,1.8,2.5,0.61,47.3,37.4,66.1,7-0,SF,Sr,BWC,25-26,26,WING,USA,Hawaii,NCAA,-,Mid-Major
Fred King,MRRY,0.653,0.654,176.2,17.6,23,20.3,6.6,16,1.6,7.2,23.2,-5.3,1.7,125.1,104.4,20.7,400.6,27.3,31,24.6,13.1,5.1,7.9,0.643,0.2,0.3,0.5,2.8,4.5,0.619,3.6,4.7,8.3,0.8,0.7,2,1.9,2.6,0.42,57.0,3.8,49.3,6-9,C,Sr,MVC,25-26,26,BIG,BAH,Murray State,NCAA,2/19/2004,High-Major
Bruce Thornton,OSU,0.669,0.631,178.7,3.5,14.1,9.2,21.6,7.9,1.9,0.9,24,3.6,1.6,140.3,108,32.3,527,27.3,33,36.5,20.3,7.1,12.7,0.56,1.8,4.5,0.4,4.2,5.1,0.827,0.9,4.2,5.1,3.8,1.2,0.3,1.3,1.8,2.92,40.2,35.4,73.5,6-2,G,Sr,B10,25-26,26,GUARD,USA,Ohio State,NCAA,9/14/2003,Power 5
Spencer Legg,LVILL,0.707,0.625,183.3,28.4,22.5,25.1,36.9,37.7,0,0,41,-17.4,1.8,111.5,85.5,26,5.8,27.3,8,1.1,0.9,0.3,0.5,0.5,0.1,0.4,0.333,0.3,0.3,1,0.3,0.3,0.5,0.3,0,0,0.4,0,0.75,60.0,80.0,63.1,6-7,F,Sr,ACC,25-26,26,FORWARD,USA,Louisville,NCAA,-,Power 5
Simeon Womack,BTHCK,0.571,0.5,110,22.6,23.5,23.1,0,18.6,0,0,50.1,-18.4,2.5,105,122.9,-17.9,2.4,27.2,3,1.7,1.7,0.3,0.7,0.5,0,0.3,0,1,1.7,0.6,0.3,0.3,0.7,0,0,0,0.3,0,0.00,242.9,42.9,58.2,6-2,G,Sr,SWC,25-26,26,GUARD,USA,Bethune-Cookman,NCAA,11/24/2003,Low-Major
Ebuka Okorie,STAN,0.587,0.525,165.5,2.5,11.3,6.7,23.5,8.5,2.6,1.1,31,1.6,1.4,125.8,108.5,17.3,420.6,27.2,30,34.8,22.8,7.4,16,0.46,2.1,5.7,0.36,6,7.2,0.834,0.7,2.9,3.7,3.5,1.6,0.3,1.8,1.3,1.94,45.0,35.6,76.2,6-2,PG,Fr,ACC,25-26,26,GUARD,USA,Stanford,NCAA,4/10/2007,Power 5
Oscar Cluff,PURD,0.707,0.701,140,19.3,22,20.7,12.3,9.2,1,4.3,17.5,1.7,1.7,150.7,104.8,45.9,409.1,27.2,34,24,10.3,4.2,6,0.701,0,0,0,1.9,2.7,0.699,3.4,4.1,7.4,1.7,0.4,0.8,0.7,2.7,2.43,45.0,0.0,36.2,6-11,C,Sr,B10,25-26,26,BIG,AUS,Purdue,NCAA,11/22/2001,Power 5
Jake Fiegen,COR,0.668,0.649,172.3,8.2,16.8,12.5,15,8.4,1.9,1.7,26.5,0.8,1.5,134.6,113.5,21.1,305.3,27.1,24,25.9,17.1,6.1,11.2,0.546,2.3,5.5,0.414,2.5,3.3,0.763,1.6,3.4,5,2.1,0.9,0.4,1.2,2.3,1.75,29.5,49.1,79.2,6-4,G,Jr,IVY,25-26,26,GUARD,USA,Cornell,NCAA,-,Mid-Major
Josh Townley-Thomas,CREI,0.75,0.75,75,0,0,0,0,20,0,0,44.3,-18.9,1.5,93.4,113,-19.6,1,27.1,1,5,6,3,4,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.0,0.0,26.3,6-10,FC,Jr,Big East,25-26,26,FORWARD,USA,Creighton,NCAA,-,Power 5
Jordan Fisher,OHIO,0.564,0.536,136.7,0,10.4,5.3,9.4,5.6,5,0,38.4,-1.5,1.4,116.3,99.5,16.8,8.3,27.1,5,4.6,3.8,1.4,2.8,0.5,0.2,1,0.2,0.8,1.2,0.667,0,0.4,0.4,0.2,0.4,0,0.2,0.6,1.00,42.9,35.7,46.1,6-5,GF,Fr,MAC,25-26,26,WING,AUS,Ohio,NCAA,-,Mid-Major
J.P. Estrella,TENN,0.633,0.624,168.1,18.8,16.7,17.7,9.7,9.8,0.7,2.7,24.2,-1.9,1.4,133.5,104.9,28.6,235.3,27.1,29,17.7,10.1,4.3,7,0.614,0.1,0.3,0.4,1.4,2.1,0.667,2.7,2.5,5.2,0.8,0.2,0.4,0.9,2.2,0.89,30.0,4.3,44.0,6-11,C,Jr,SEC,25-26,26,BIG,USA,Tennessee,NCAA,9/3/2004,Power 5
William Gonzalez,BTHCK,1.5,1.5,200,0,0,0,17.8,25,0,0,14.4,-2.3,3,183,126.1,56.9,6.3,27.1,5,2.8,1.8,0.6,0.6,1,0.6,0.6,1,0,0,0,0,0,0,0.2,0,0,0.2,0.2,1.00,0.0,100.0,95.5,6-6,GF,Fr,SWC,25-26,26,WING,USA,Bethune-Cookman,NCAA,-,Low-Major
Dario Domingos,UTECH,0.637,0.635,149.2,21.3,15.7,18.4,7.2,16.8,1.6,2.3,35.1,-9.6,1.6,114.9,104.1,10.8,69,27.1,26,6.8,4.8,1.9,3,0.628,0,0.2,0.25,1,1.7,0.614,1.1,0.9,2,0.2,0.2,0.2,0.8,1.8,0.25,56.7,6.7,42.4,6-7,F,Sr,WAC,25-26,26,FORWARD,ANG,Utah Tech,NCAA,5/15/2000,Mid-Major
Justin Neely,UNCG,0.633,0.565,164,9.4,34.1,21.9,15.3,13.6,1.6,0.8,25.7,-1.9,1.7,126,109,17,565,27.1,34,32.4,17.9,5.7,10.5,0.542,0.5,1.5,0.314,6.1,7.8,0.784,2.4,9.1,11.5,2.4,0.9,0.2,2.2,2.1,1.09,74.3,14.3,54.9,6-6,F,Sr,SoCon,25-26,26,FORWARD,USA,UNC Greensboro,NCAA,-,Low-Major
Chandler Cuthrell,ELON,0.575,0.519,147.1,8.4,20.2,14.2,13.6,11.4,2.2,1.5,34.7,-3.9,1.5,117.2,109.5,7.7,383.3,27,32,28.1,19.8,6.5,13.3,0.487,0.8,3.3,0.255,6,8.2,0.729,1.9,4.5,6.5,1.7,1.1,0.3,2.2,2,0.77,61.7,24.8,60.2,6-8,F,Sr,CAA,25-26,26,FORWARD,USA,Elon,NCAA,-,Mid-Major
Luke Carter,LIP,0.792,0.792,129.8,8.7,7.6,8.1,0,0,1.9,0,20.9,0,1.6,148.3,102.3,46,12.5,27,8,3.6,2.4,0.9,1.5,0.583,0.6,0.9,0.714,0,0,0,0.3,0.3,0.5,0,0.1,0,0,0.5,,0.0,60.0,59.1,6-1,G,Sr,A-SUN,25-26,26,GUARD,USA,Lipscomb,NCAA,-,Low-Major
Malek Abdelgowad,SUBR,0.654,0.623,183.7,14.8,30,22.1,6.6,15.9,1.9,2.6,26.9,-6.5,1.7,121.2,102.7,18.5,239.9,27,28,17.1,10.6,3.9,6.4,0.609,0.2,0.4,0.5,2.7,3.7,0.728,2.1,4,6.2,0.5,0.6,0.4,1.5,2.1,0.33,57.8,6.3,51.4,6-10,C,Sr,SWC,25-26,26,BIG,EGY,Southern,NCAA,-,Low-Major
Jacob Martin,UA,0.769,1,150,11.6,0,5.1,14.1,0,0,28.5,8.8,6.1,3,182.2,86.7,95.5,6,27,7,1.4,0.4,0.1,0.1,1,0,0,0,0.1,0.3,0.5,0.1,0,0.1,0.1,0,0.4,0,0.1,,300.0,0.0,61.9,6-9,FC,Fr,SEC,25-26,26,FORWARD,,Alabama,NCAA,-,Power 5
Gus Yalden,UVM,0.579,0.561,152.7,10.9,19.1,15,21,10.8,1.2,2.3,33.7,-1.2,1.3,116.9,104.7,12.2,327.6,26.9,31,25.5,16.1,6.2,12.2,0.507,1.3,3.8,0.347,2.5,3.6,0.673,2.1,3.7,5.8,2.1,0.5,0.5,1.7,2.5,1.24,29.5,31.1,62.3,6-9,F,So,AEC,25-26,26,FORWARD,USA,Vermont,NCAA,-,Low-Major
Nolan Minessale,STTOM,0.604,0.559,156.7,3.1,15.2,9.5,27,11.7,3,2.1,31.6,2.3,1.5,120.7,100.1,20.7,468.8,26.9,33,31,20,6.8,13.3,0.509,1.3,4.3,0.31,5.1,6.8,0.748,0.7,3.9,4.6,4.4,1.6,0.6,2.2,2.5,2.00,51.1,32.3,67.8,6-5,G,So,Summit,25-26,26,GUARD,USA,St. Thomas,NCAA,-,Low-Major
Terry Anderson,HP,0.642,0.592,161.6,11,16.7,13.9,10.8,10.9,2.9,1.7,25.1,-1.6,1.7,132.3,97,35.2,419.5,26.9,34,26.9,16,5.3,9.4,0.564,0.5,1.8,0.295,4.9,6.4,0.757,2.4,3.6,6,1.6,1.4,0.4,1.5,2.4,1.07,68.1,19.1,56.1,6-6,SF,Sr,BSC,25-26,26,WING,USA,High Point,NCAA,-,Low-Major
Patrick Wessler,UNCW,0.608,0.606,118.9,15.6,27,21.3,9.1,11.5,1.3,4.4,24.1,-2.9,1.5,124.9,95.8,29.2,418.5,26.9,32,26.7,13.8,5.4,9,0.606,0,0,0,2.9,4.9,0.582,3.6,6.1,9.6,1.1,0.6,1,1.5,2.8,0.73,54.4,0.0,32.5,7-0,C,Jr,CAA,25-26,26,BIG,USA,UNC Wilmington,NCAA,-,Mid-Major
Jeremiah Littlejohn,RMU,0.55,0.5,162.9,0,12.4,6,8.4,15.5,8.5,0,44.1,-11.5,1.3,107,88.2,18.8,7.6,26.9,5,4.2,3.6,1.2,2.8,0.429,0.4,1,0.4,0.8,1,0.8,0,0.4,0.4,0.2,0.6,0,0.6,0.2,0.33,35.7,35.7,51.2,6-5,G,Jr,Horizon,25-26,26,GUARD,USA,Robert Morris,NCAA,5/21/2003,Low-Major
Madden Collins,AMERU,0.568,0.54,143.6,9.7,19.2,14.2,21.4,11.5,3.4,2.4,31.8,-1,1.3,115.5,101.6,13.9,297.1,26.8,32,21.8,13.4,5.2,10.2,0.508,0.7,2.9,0.226,2.4,3.5,0.703,1.7,3.1,4.8,2,1.3,0.4,1.5,2.7,1.33,34.3,28.4,54.8,6-5,F,Fr,Patriot,25-26,26,FORWARD,USA,American,NCAA,-,Low-Major
Malik Reneau,UMFL,0.625,0.579,169,10.8,18.3,14.6,13.6,15.5,1.9,3.1,30.6,-4.9,1.5,120.4,101.7,18.7,418.4,26.8,33,28.6,18.8,6.8,12.3,0.549,0.7,2.1,0.353,4.6,5.8,0.788,2.4,4.2,6.6,2,1,0.8,2.8,2.5,0.71,47.2,17.1,56.4,6-9,PF,Sr,ACC,25-26,26,FORWARD,USA,Miami,NCAA,4/1/2003,Power 5
Darryn Peterson,KU,0.582,0.53,165,3.1,13.8,8.8,13.6,8.3,2.9,2,33.7,-1.5,1.4,118,102.7,15.4,257.3,26.8,22,28.4,19.8,6.4,14.4,0.442,2.5,6.6,0.384,4.5,5.5,0.825,0.7,3.6,4.4,1.7,1.5,0.5,1.5,1.5,1.13,38.2,45.8,81.9,6-6,G,Fr,B12,25-26,26,GUARD,USA,Kansas,NCAA,1/17/2007,Power 5
